Category,Question,Answer
차량구매,포인트의 유효기간은 어떻게 되나요?,"지급된 블루멤버스 포인트는 60개월(5년) 간 사용 가능합니다. 유효기간 경과 시, 포인트는 월 단위로 익월 1일 소멸됩니다."
차량구매,세이브오토를 취소하려고 하는데 취소 방법은 어떻게 되나요?,세이브오토 프로그램을 신청하셨던 지점/대리점에 철회/해지신청서가 있습니다. 신청서를 작성하신 후 해당 지점/대리점에 철회/해지 요청을 하시면 됩니다.
차량구매,장애인 조건으로 차량구입시 혜택을 알고 싶습니다.,"▶장애인 조건으로 차량 구입시 혜택은 크게 3가지 입니다. ① 차량 개소세 면세 ② 지방세(취득세, 등록세, 자동차세)면세(서울시 기준) ③ 공채매입 면세  장애 대상별 면세 내용은 구매 가이드 > 제도 및 규정 > 세금 > 장애인 면세 메뉴에서 확인 가능합니다. 자세히보기 >  ※지방세 면세내용은 각 지방자치단체 조례에 따라 상이하므로 반드시 해당 지방자치단체로 문의 및 구입전 확인을 요합니다."
차량구매,고엽제 후유증 환자의 면세조건에 대해 알고 싶어요,"고엽제후유증환자 지원에 관한 법률에 적용되는 장애우(友) 고객께서는 2004년 1월 1일 이후 출고되는 차량구입시 개소세 면제를 받으실 수 있습니다.  고엽제후유증 환자 고객의 LPG차량구입 및 개소세 면제는 경도장애 이상의 경우에 가능하며, 국가보훈처에서 발행한 고엽제법 적용 대상 확인원 상에 장애등급이 표기되어 있으면 가능합니다."
차량구매,광주민주화운동 부상자 면세조건에 대해 알고 싶습니다.,"▶ ""광주민주화 유공자 예우에 대한 법률""에 적용되는 장애우(友) 고객께서는 2004년 1월 1일       이후 출고되는 차량구입시 개소세 면제를 받으실 수 있습니다.       광주민주화운동 부상자 LPG차량구입 및 개소세 면제는 장애 1~14급의 경우에 가능하며,      국가보훈처에서 발행한 ""광주민주유공자증"" 상에 장애등급이 표기되어 있으면 가능합니다."
차량구매,장애인 가족이 사망했을 경우 장애인용 LPG 차량은 어떻게 해야하나요?,"LPG 승용자동차를 사용하는 장애인 및 국가상이유공자가 사망할 경우, 유가족이 당해차량을 계속 사용이 가능하도록 기존의 사용제한규정(당사자 사망일로부터 1년)이 폐지되었습니다.  개정법령은 산업자원부령으로 확정, 2003.8.11일부로 공포/시행되었으며,  적용대상은 2002.9.30일 이후 LPG 승용자동차를 소유하던 장애인 및 국가상이유공자가 사망한 경우로 그 사망당시 당해 차량을 소유한 보호자 또는 상속받은자가 동 차량을 계속 운행하는 경우에만 해당됩니다."
차량구매,장애인차량 구입조건에 대해 알고 싶습니다.,"장애인 조건의 차량구입은 장애인 단독명의, 장애인과 주민등록표상 세대를 함께하는 배우자, 직계존비속,형제자매 또는 직계비속의 배우자 공동명의로 구입이 가능합니다.  단, 몇가지 조건이 붙는데 장애인 공동명의 조건으로 구입하신 차량은 차량출고후 5년간 동일조건(주민등록법상 동일세대)를 유지해야 하고 이 조건이 충족되지 않을때 면세받은 금액을 납부하셔야 합니다. 또한 재구입연한이 만 5년으로 되어있어 기간내에 동일차량을 계속 보유하셔야 되며, 이또한 조건 불충족시 면세받으신 세금을 납부하시게 됩니다."
차량구매,현재 장애인조건의 차량을 보유하고 있습니다. 장애인조건 차량의 추가구입이 가능하나요?,▶ 불가합니다.      장애인조건의 차량구입은 장애인 1인당 1대에 한하여 가능하고 신차 구입후 만 5년후 이후      다시 신차구입이 가능합니다.
차량구매,세이브오토 및 M포인트 차감을 통해 차량가격을 할인받았습니다. 그런데 세금계산서상 금액과 차이가 있는데 왜 그런가요?,"▶ 세이브오토 및 M포인트는 현대카드사와 공동으로 시행중인 이벤트행사입니다. 세이브오토 및 M포인트 사용을 통해 할인받으신 금액은 전액 세금계산서에서 제외되지 않고 60%는 현대자동차가, 나머지 40%는 현대카드사에서 지원하고 있습니다.  따라서 현대카드사 부담분(40%)은 현대자동차 차량판매에 대한 세금계산서상 할인매출로 인식되지 않습니다."
차량구매,차량구입에 관련된 금액은 어떠한 결제방식이 있나요?,"▶ 차량구입에 관련된 금액의 결제는 현금, 신용카드 및 할부이용 등의 방법이 있습니다. 그 이외 현재 보유차량 매각대금 대체 및 직불카드 등의 이용은 불가합니다."
차량구매,차량 대금을 신용카드로 결제하려고 합니다. 계약자 이외의 다른 사람의 카드로 결제가 가능한가요?,"▶ 자동차 구입대금 결제시 본인 이외의 제3자 신용카드를 이용한 결제는 불가능 합니다.  2001년 6월 재정경제부와 관련부처의 법률해석 결과, 당사자간의 동의여부를 불문하고 구매자 이외의 신용카드를 이용한 거래는 여신전문금융법 제19조에서 <위장매출전표 작성행위>에 해당됩니다.  따라서 계약자 본인 이외의 제3자 신용카드는 사용하실 수 없습니다."
차량구매,할부금을 카드로 결제할 수 있나요?,"▶ 불가능합니다. 할부금은 금전채무로 분리되어 있으며, 여신전문금융업법상 금전채권은 카드로 결제할 수 없게 되어있습니다."
차량구매,차량 구입시 견적에 포함되는 공채매입과 할인의 차이는 무엇인가요?,"차량을 구입하시는 모든 분께서는 반드시 관할지역(광역시 또는 지방)에서 발행하는 공채를 의무적으로 구입하시도록 되어있습니다.(도시철도법 시행령 등)  이는 지하철이 있는 광역시에서는 지하철 건설에 쓰이는 재원으로 쓰이고 기타 도시에서는 도로확충 및 유지보수에 사용되는 재원으로, 각 지방자치단체에서 7년 거치후 원리금을 일시에 상환해 드리고 있습니다. 이것이 공채매입 입니다.  다만, 7년간의 보유기간 중 분실 등의 위험이 있으므로 원하시는 고객께서는 채권할인 전문업체나 증권사에서 7년 동안 예상되는 자치단체의 이자수익을 제외한 금액을 채권구입과 동시에 돌려드립니다. 이것을 할인매도라고 합니다.  공채할인율은 차량등록일을 기준으로 매일매일 약간씩 변동되오니 차량등록전 공채할인율을 확인하시기 바랍니다."
차량구매,근저당 설정이 되어 있습니다. 어떻게 해야하나요?,"할부금 완납을 하셨다면 해당 관청에서 근저당 말소 신청을 하셔야 합니다.  차량에 근저당 설정이 되어 있는 경우 할부금 완납을 하셨어도 자동 해지가 되지 않으므로 해당 관청에서 등록원부 갑,을부 서류를 발급받은 후 설정권자가 현대자동차인지 확인하여 설정권자가 현대자동차인 경우는 등록원부 갑,을부를 지참하여 가까운 지점 방문후 근저당 말소 신청서를 수령 받은 후에 관청에 말소신청 해주시면 됩니다.  ※설정권자가 현대캐피탈인 경우 1588-2114로 문의해 주시기 바랍니다."
차량정비,"(상용) 수동재생 진행 중, 시동을 꺼도 되나요?","재생 중에는 끄지 말아 주시고, 수동재생 탈출 후엔 바로 시동을 꺼도 됩니다. 배기정화장치 DPF 내부 이상 고온 현상으로 DPF 및 엔진이 손상될 수 있습니다"
차량정비,(상용) 주행 중 갑자기 엔진 출력이 떨어지면서 노킹 현상이 나타납니다. 왜 그런가요?,"엔진 출력이 급격히 떨어지고 노킹 현상 Knocking, 엔진의 연료실 벽을 작은 망치로 두드리는 듯한 소리가 나는 현상이 지속적으로 발생하면 엔진의 오버히트를 의심해 봐야 합니다. 오버히트는 냉각수가 부족하거나 샐 경우, 워터펌프 구동벨트가 끊어진 경우, 냉각팬이 돌지 않을 경우 등 여러 가지 원인으로 인해 엔진이 과열돼 증기가 끓어오르는 현상입니다. 이때는 계기판에 있는 냉각수 온도 게이지가 적색 눈금 H을 가리키게 됩니다. 겨울철에는 냉각수에 부동액이 들어있지 않거나 엔진 내부가 동결되어 냉각수가 순환하지 못할 때에도 동일한 현상이 발생합니다. 주행 중 엔진이 과열돼 오버히트 현상이 발생했을 때는 당황하지 말고 비상경고등을 켠 채 가능한 빨리 도로 옆 안전한 곳에 차를 세웁니다. 이때 시동을 바로 끄면 엔진이 고착되기 때문에 변속 레버를 중립에 놓고 약 2 ~ 3분간 시동을 그대로 켜놓은 상태에서 엔진 실내에 통풍이 잘 되도록 후드를 열어 놓고, 냉각수 온도 게이지가 정상 C에 가까워질 때까지 엔진을 냉각시킵니다. 후드를 열 때는 뜨거운 수증기나 물이 뿜어져 나오거나 후드 자체가 뜨거울 수 있으므로 주의해야 합니다. 공회전 상태에서도 냉각수 온도 게이지가 떨어지지 않으면 시동을 끄고 자연적으로 엔진을 냉각시킵니다. 만약 냉각수가 차 밑으로 흘러넘치거나 수증기가 후드 위로 새 나올 경우에는 엔진을 정지시키고 차량을 견인해 정비공장에 입고 후 누수 부위를 점검하고 정비를 받아야 합니다."
차량정비,(상용) 주행 중 갑자기 시동이 꺼지는 현상이 발생합니다. 어디에 문제가 있는 것일까요?,"주행 중 시동이 꺼져 당황하신 적이 있을 것입니다. 시동 꺼짐 현상은 보통 연료계통과 점화계통, 엔진 전자제어계통 등에 이상이 있을 경우 발생합니다. 전자제어 가솔린 엔진의 경우 연료 펌프와 연료 필터 막힘, 인젝터·점화 코일·컴퓨터 ECU 고장, 엔진 관련 센서 이상, 엔진 관련 휴즈 단선, 엔진 배선 합선 등이 원인이 될 수 있습니다. LPG를 사용하는 엔진의 경우에는 연료계통 부품 종류가 다를 뿐 가솔린 엔진과 큰 차이는 없으나 베이퍼라이져, 믹서 등의 고장으로 인해서도 시동 꺼짐 현상이 발생할 수 있습니다. 디젤 연료를 사용하는 엔진은 기계식과 전자제어식 커먼레일 엔진으로 구분할 수 있는데, 기계식인 경우는 연료 필터 막힘, 연료계통 공기 유입, 인젝션 펌프 고장으로 인해 시동 꺼짐이 발생할 수 있고, 전자제어식인 경우 엔진 관련 센서, 연료 필터 막힘, 연료에 이물질 유입, 커먼레일시스템고압 펌프·레일 압력 센서·인젝터 등, 엔진 관련 휴즈 단선, 배선합선, ECU 고장 등으로 인해서도시동 꺼짐이 발생할 수 있습니다. 시동 꺼짐 현상은 운전자의 안전과 직결되는 것이므로 고장 발생 시 정비업체를 필히 방문하여 점검 및 정비를 받아야 합니다. 또한 정기적으로 차량 점검을 받아 이상이 없는지 체크를 해주는 것도 시동 꺼짐 현상을 예방할 수 있는 방법입니다."
차량정비,(상용) 유로6차량 DPF의 자동재생은 언제 작동하나요?,"수트게이지가 5칸에 도달 후, 잠시 후 자동재생 실시됩니다. F/G : 엔진 게이지가 1~5칸에 있더라도 주행거리[버스 400km or트럭 700km]에 도달할 경우에도 재생됩니다"
차량정비,(상용) 자동재생 도중 신호대기 및 차량 주/정차 시 재생은 어떻게 되나요?,"주/정차 및 신호대기 시 IDLE UP되며 재생은 하지 않고, 일정시간 이상 유지 시 재생을 탈출하며, 재주행시 재생 돌입조건에 해당되면 자동재생 됩니다."
차량정비,"(상용) 수동재생 진행 중, 시동을 꺼도 되나요?","재생 중에는 끄지 말아 주시고, 수동재생 탈출 후엔 바로 시동을 꺼도 됩니다. 배기정화장치 DPF 내부 이상 고온 현상으로 DPF 및 엔진이 손상될 수 있습니다"
차량정비,(상용) 주행 중 갑자기 엔진 출력이 떨어지면서 노킹 현상이 나타납니다. 왜 그런가요?,"엔진 출력이 급격히 떨어지고 노킹 현상 Knocking, 엔진의 연료실 벽을 작은 망치로 두드리는 듯한 소리가 나는 현상이 지속적으로 발생하면 엔진의 오버히트를 의심해 봐야 합니다. 오버히트는 냉각수가 부족하거나 샐 경우, 워터펌프 구동벨트가 끊어진 경우, 냉각팬이 돌지 않을 경우 등 여러 가지 원인으로 인해 엔진이 과열돼 증기가 끓어오르는 현상입니다. 이때는 계기판에 있는 냉각수 온도 게이지가 적색 눈금 H을 가리키게 됩니다. 겨울철에는 냉각수에 부동액이 들어있지 않거나 엔진 내부가 동결되어 냉각수가 순환하지 못할 때에도 동일한 현상이 발생합니다. 주행 중 엔진이 과열돼 오버히트 현상이 발생했을 때는 당황하지 말고 비상경고등을 켠 채 가능한 빨리 도로 옆 안전한 곳에 차를 세웁니다. 이때 시동을 바로 끄면 엔진이 고착되기 때문에 변속 레버를 중립에 놓고 약 2 ~ 3분간 시동을 그대로 켜놓은 상태에서 엔진 실내에 통풍이 잘 되도록 후드를 열어 놓고, 냉각수 온도 게이지가 정상 C에 가까워질 때까지 엔진을 냉각시킵니다. 후드를 열 때는 뜨거운 수증기나 물이 뿜어져 나오거나 후드 자체가 뜨거울 수 있으므로 주의해야 합니다. 공회전 상태에서도 냉각수 온도 게이지가 떨어지지 않으면 시동을 끄고 자연적으로 엔진을 냉각시킵니다. 만약 냉각수가 차 밑으로 흘러넘치거나 수증기가 후드 위로 새 나올 경우에는 엔진을 정지시키고 차량을 견인해 정비공장에 입고 후 누수 부위를 점검하고 정비를 받아야 합니다."
차량정비,(상용) 주행 중 갑자기 시동이 꺼지는 현상이 발생합니다. 어디에 문제가 있는 것일까요?,"주행 중 시동이 꺼져 당황하신 적이 있을 것입니다. 시동 꺼짐 현상은 보통 연료계통과 점화계통, 엔진 전자제어계통 등에 이상이 있을 경우 발생합니다. 전자제어 가솔린 엔진의 경우 연료 펌프와 연료 필터 막힘, 인젝터·점화 코일·컴퓨터 ECU 고장, 엔진 관련 센서 이상, 엔진 관련 휴즈 단선, 엔진 배선 합선 등이 원인이 될 수 있습니다. LPG를 사용하는 엔진의 경우에는 연료계통 부품 종류가 다를 뿐 가솔린 엔진과 큰 차이는 없으나 베이퍼라이져, 믹서 등의 고장으로 인해서도 시동 꺼짐 현상이 발생할 수 있습니다. 디젤 연료를 사용하는 엔진은 기계식과 전자제어식 커먼레일 엔진으로 구분할 수 있는데, 기계식인 경우는 연료 필터 막힘, 연료계통 공기 유입, 인젝션 펌프 고장으로 인해 시동 꺼짐이 발생할 수 있고, 전자제어식인 경우 엔진 관련 센서, 연료 필터 막힘, 연료에 이물질 유입, 커먼레일시스템고압 펌프·레일 압력 센서·인젝터 등, 엔진 관련 휴즈 단선, 배선합선, ECU 고장 등으로 인해서도시동 꺼짐이 발생할 수 있습니다. 시동 꺼짐 현상은 운전자의 안전과 직결되는 것이므로 고장 발생 시 정비업체를 필히 방문하여 점검 및 정비를 받아야 합니다. 또한 정기적으로 차량 점검을 받아 이상이 없는지 체크를 해주는 것도 시동 꺼짐 현상을 예방할 수 있는 방법입니다."
차량정비,(상용) 유로6차량 DPF의 자동재생은 언제 작동하나요?,"수트게이지가 5칸에 도달 후, 잠시 후 자동재생 실시됩니다. F/G : 엔진 게이지가 1~5칸에 있더라도 주행거리[버스 400km or트럭 700km]에 도달할 경우에도 재생됩니다"
차량정비,(상용) 자동재생 도중 신호대기 및 차량 주/정차 시 재생은 어떻게 되나요?,"주/정차 및 신호대기 시 IDLE UP되며 재생은 하지 않고, 일정시간 이상 유지 시 재생을 탈출하며, 재주행시 재생 돌입조건에 해당되면 자동재생 됩니다."
차량정비,"(상용) 수동재생 진행 중, 시동을 꺼도 되나요?","재생 중에는 끄지 말아 주시고, 수동재생 탈출 후엔 바로 시동을 꺼도 됩니다. 배기정화장치 DPF 내부 이상 고온 현상으로 DPF 및 엔진이 손상될 수 있습니다"
차량정비,(상용) 주행 중 갑자기 엔진 출력이 떨어지면서 노킹 현상이 나타납니다. 왜 그런가요?,계약하신 지점(대리점)에서 확인 가능합니다.
차량정비,차량계약 후 해지 시 계약금은 환불 받을수 있습니까?,"차량 출고전 해지요청시에는 계약금 환불이 가능하며, 자세한 사항은 계약하신 지점(대리점)에 문의 바랍니다."
차량정비,차량구입시 장착되는 타이어는 선택이 가능한가요?,당사에서 생산되는 차량은 타이어 제조사別 임의 선택은 불가합니다.
홈페이지,실 운행자 등록 방법은 어떻게 되나요?,내 차로 등록한 차량에 한하여 실 운행자 지정이 가능합니다. 승상용 통합 회원으로 가입한 고객의 통합 이메일 ID 및 이름으로 검색 후 지정이 가능합니다.
홈페이지,차량을 판매한 경우 어떻게 하나요?,마이페이지에서 보유차량 삭제를 눌러주시면 더 이상 차량 정보 표출이 되지 않습니다.
홈페이지,내 차가 아닌 다른 차량이 보입니다.,"차량을 다른 운전자에게 판매하신 뒤에도 내 차 정보에서 지속하여 정보가 표출될 경우, 직접 내 차 정보에서 차량 삭제 기능을 통하여 삭제할 수 있습니다."
홈페이지,실 운행자 등록 시 사용 가능한 기능은 무엇인가요?,"실 운행자로 등록되신 경우에 정비예약, 수리 이력 확인 등 차량운행 시 필요한 기능 활용이 가능합니다."
홈페이지,내 차 정보가 안 보여요.,"현대닷컴 홈페이지 혹은 지점/대리점 방문을 통해서 실 운행자 등록 가능합니다. https://www.hyundai.com/kr/ko/service-membership/bluemembers/car-register/bluemembers-car-register 중고차 구매 시 보유하신 차량이 조회가 되지 않는다면, 마이현대 앱 혹은 가까운 블루핸즈 방문을 통해 인증을 받으셔야 합니다."
홈페이지,실 운행자 등록 방법은 어떻게 되나요?,내 차로 등록한 차량에 한하여 실 운행자 지정이 가능합니다. 승상용 통합 회원으로 가입한 고객의 통합 이메일 ID 및 이름으로 검색 후 지정이 가능합니다.
홈페이지,차량을 판매한 경우 어떻게 하나요?,마이페이지에서 보유차량 삭제를 눌러주시면 더 이상 차량 정보 표출이 되지 않습니다.
홈페이지,내 차가 아닌 다른 차량이 보입니다.,"차량을 다른 운전자에게 판매하신 뒤에도 내 차 정보에서 지속하여 정보가 표출될 경우, 직접 내 차 정보에서 차량 삭제 기능을 통하여 삭제할 수 있습니다."
홈페이지,실 운행자 등록 시 사용 가능한 기능은 무엇인가요?,"실 운행자로 등록되신 경우에 정비예약, 수리 이력 확인 등 차량운행 시 필요한 기능 활용이 가능합니다."
홈페이지,내 차 정보가 안 보여요.,"현대닷컴 홈페이지 혹은 지점/대리점 방문을 통해서 실 운행자 등록 가능합니다. https://www.hyundai.com/kr/ko/service-membership/bluemembers/car-register/bluemembers-car-register 중고차 구매 시 보유하신 차량이 조회가 되지 않는다면, 마이현대 앱 혹은 가까운 블루핸즈 방문을 통해 인증을 받으셔야 합니다."
홈페이지,실 운행자 등록 방법은 어떻게 되나요?,내 차로 등록한 차량에 한하여 실 운행자 지정이 가능합니다. 승상용 통합 회원으로 가입한 고객의 통합 이메일 ID 및 이름으로 검색 후 지정이 가능합니다.
홈페이지,차량을 판매한 경우 어떻게 하나요?,디지털/고객지원 > 업데이트 > SW업데이트 (내비/캠)에서 확인 가능합니다. https://www.hyundai.com/kr/ko/digital-customer-support/update/navigation-update
홈페이지,"계정 통합 시, 선택하지 않은 계정은 어떻게 되나요? 가입 정보 (이름, 생년월일 등)도 통합되나요?","· 선택하지 않은 계정은 자동으로 탈퇴처리 됩니다. 이후 ID 찾기 진행하시면 검색되지 않습니다. · 이름, 생년월일 등 가입정보가 다를 경우, 최근 본인인증 받은 정보로 업데이트/수정 됩니다."
홈페이지,"저는 5개 ID를 가지고 있는데, 계정 통합 화면에는 왜 2개 ID만 표시되는 건가요?","· 계정 통합은 2개 ID를 대상으로만 진행됩니다. (① 현재 로그인하려는 ID, ② 기존에 현대닷컴 가입된 ID) · 이후 제 3의 ID로 로그인 하실 경우, 다시 한 번 본인 인증과 계정 통합 절차가 진행됩니다."
홈페이지,"기존에 이미 사용하고 있던 ID인데, 왜 다시 본인 인증과 계정 통합을 해야 하나요?","· 여러 개 ID 보유한 고객으로 ID 혼란으로 인한 고객 문의가 많이 발생하고 있습니다. 이에 회원 1명 당 1개의 ID만 이용할 수 있도록 변경되었습니다.(블루링크 등 현대자동차 타 서비스 동일) · 기존에 여러 개 ID를 보유하셨던 고객이라면, ID 통합을 위해서 본인인증과 계정 통합을 진행해주세요. 통합된 ID로 현대닷컴, 블루링크, 디지털 키, 마이현대에서 동일하게 사용 가능합니다. ※ 디지털 키에 가입하신 고객이라면 ‘휴대폰 인증’을 통해 본인인증 받으셔야 서비스 이용이 가능합니다. (아이핀 인증 시, 이후 휴대폰 본인인증 재 요청됨) · 계정 통합 절차를 진행하지 않으시면 해당 ID로 서비스 이용이 불가합니다. (필수)"
홈페이지,취급설명서는 어디서 다운 받나요?,취급설명서는 홈페이지 디지털/고객지원 > Help Desk > 사용설명서 다운로드(자료실)에서 다운로드가 가능합니다. https://www.hyundai.com/kr/ko/digital-customer-support/helpdesk/download-center
홈페이지,내비게이션 시스템 업그레이드는 어디서 하나요?,디지털/고객지원 > 업데이트 > SW업데이트 (내비/캠)에서 확인 가능합니다. https://www.hyundai.com/kr/ko/digital-customer-support/update/navigation-update
홈페이지,"계정 통합 시, 선택하지 않은 계정은 어떻게 되나요? 가입 정보 (이름, 생년월일 등)도 통합되나요?","· 선택하지 않은 계정은 자동으로 탈퇴처리 됩니다. 이후 ID 찾기 진행하시면 검색되지 않습니다. · 이름, 생년월일 등 가입정보가 다를 경우, 최근 본인인증 받은 정보로 업데이트/수정 됩니다."
